YEAR,MONTH,DAY,ORDER,COUNTRY,SESSION_ID,PAGE_1_MAIN_CATEGORY,PAGE_2_CLOTHING_MODEL,COLOUR,LOCATION,MODEL_PHOTOGRAPHY,PRICE,PRICE_2_HIGHER_THAN_AVG,PAGE,PURCHASE_COMPLETED,REVENUE
2008,8,18,2,41.0,3894,3,204,4,1,2,,2,2,2,
2008,4,22,45,5.0,3895,1,11,9,5,1,83.07,2,4,2,91.75
2008,4,16,18,25.0,3896,4,118,9,6,1,306.52,2,5,2,370.37
2008,6,14,35,38.0,3897,2,61,5,1,1,471.39,2,3,2,522.38
2008,7,12,45,18.0,3898,4,36,11,5,1,484.0,2,3,2,590.82
2008,7,17,19,1.0,3899,3,200,7,4,2,365.59,1,4,2,533.94
2008,4,5,13,25.0,3900,3,138,6,3,2,348.45,1,4,2,505.22
2008,5,14,4,17.0,3901,4,206,12,2,2,469.53,2,3,2,645.12
2008,8,6,19,46.0,3902,2,129,12,1,2,149.18,1,2,2,223.0
2008,8,15,25,15.0,3903,1,63,6,2,2,79.74,1,1,1,111.51
2008,4,7,38,5.0,3904,2,140,4,3,2,148.55,1,2,2,177.75
2008,5,14,31,17.0,3905,4,5,10,5,1,474.73,2,3,2,680.75
2008,6,18,36,21.0,3906,3,78,13,4,1,110.09,2,5,2,143.47
2008,4,1,4,23.0,3907,2,36,12,6,2,116.25,2,5,2,151.31
2008,4,6,39,43.0,3908,3,145,8,2,1,100.51,1,1,2,144.05
2008,8,3,7,10.0,3909,3,186,13,6,1,244.98,1,1,2,321.84
2008,4,5,16,17.0,3910,2,150,11,5,2,399.21,1,3,2,491.39
2008,4,12,48,1.0,3911,4,159,11,6,1,194.02,2,3,2,285.5
2008,4,11,5,37.0,3912,2,154,14,1,1,54.56,2,1,2,61.62
2008,8,13,47,7.0,3913,1,13,11,2,1,371.4,2,5,2,506.26
2008,6,16,23,12.0,3914,3,191,10,2,1,306.87,1,4,2,433.97
2008,6,18,36,40.0,3915,3,195,3,1,1,242.18,2,4,2,271.36
2008,4,17,32,1.0,3916,4,63,5,3,1,482.23,1,4,2,575.66
2008,8,17,24,20.0,3917,3,11,1,5,2,237.86,1,5,2,282.89
2008,6,29,25,44.0,3918,3,69,1,6,1,367.6,2,2,2,535.12
2008,6,11,45,31.0,3919,3,192,13,6,2,83.46,1,2,1,113.52
2008,6,20,28,4.0,3920,2,102,9,2,1,211.19,1,5,2,250.64
2008,8,10,19,26.0,3921,3,196,4,5,1,110.07,1,2,2,161.13
2008,8,29,7,12.0,3922,2,32,9,6,2,177.33,1,4,2,212.35
2008,4,16,44,22.0,3923,4,202,7,4,1,242.46,1,5,2,330.91
2008,7,2,41,1.0,3924,1,10,10,5,2,91.38,1,1,1,117.06
2008,6,17,17,1.0,3925,3,108,8,5,1,402.51,2,5,2,458.48
2008,7,22,2,3.0,3926,1,54,11,6,2,191.13,1,3,2,267.83
2008,8,30,16,12.0,3927,2,183,9,1,2,448.81,2,4,2,552.52
2008,8,20,39,21.0,3928,4,82,1,6,1,338.96,1,4,2,421.67
2008,8,10,18,13.0,3929,4,190,7,5,1,92.42,1,3,2,109.59
2008,7,13,39,13.0,3930,2,183,8,6,2,322.78,2,4,2,458.9
2008,8,12,1,41.0,3931,1,87,14,6,2,16.51,2,3,2,19.22
2008,4,15,3,18.0,3932,3,82,2,3,1,404.65,2,3,2,480.44
2008,8,7,21,,3933,2,35,14,5,1,487.24,2,4,2,615.22
2008,5,27,30,6.0,3934,2,67,10,4,1,340.49,2,5,2,394.81
2008,7,22,11,25.0,3935,2,65,9,6,2,463.61,1,3,2,530.89
2008,5,21,22,23.0,3936,2,17,12,5,1,150.93,2,1,2,197.52
2008,8,26,47,24.0,3937,2,42,1,6,2,214.68,1,3,2,318.03
2008,4,28,25,37.0,3938,4,187,12,1,2,215.18,2,1,2,305.71
2008,6,13,3,26.0,3939,2,198,14,4,1,60.45,2,5,2,70.78
2008,8,12,30,,3940,4,121,3,1,2,399.24,1,3,2,533.0
2008,4,12,24,38.0,3941,1,121,13,6,2,250.06,1,3,2,354.44
2008,7,28,45,35.0,3942,3,139,11,3,2,247.76,2,3,2,286.9
2008,5,2,36,11.0,3943,4,78,9,3,1,335.89,1,1,2,380.48
2008,5,5,23,36.0,3944,3,28,1,1,2,89.64,1,5,2,130.56
2008,5,25,8,25.0,3945,3,39,4,3,1,406.03,2,4,2,486.43
2008,7,25,4,20.0,3946,3,182,10,6,1,186.11,1,2,2,241.79
2008,4,2,39,1.0,3947,4,100,6,1,2,44.42,2,3,2,52.57
2008,7,23,43,30.0,3948,4,11,6,2,1,99.21,2,3,2,111.02
2008,5,26,31,4.0,3949,4,115,14,5,1,130.16,2,3,2,169.9
2008,8,30,29,23.0,3950,1,186,4,2,1,93.08,2,4,2,118.59
2008,6,20,36,35.0,3951,4,117,10,3,1,124.9,2,5,2,173.69
2008,7,13,13,42.0,3952,1,168,10,1,1,497.95,2,1,2,718.52
2008,7,29,41,22.0,3953,4,132,10,1,2,271.17,2,4,2,313.65
2008,4,3,9,31.0,3954,4,64,10,6,1,303.45,1,5,2,354.63
2008,4,11,21,1.0,3955,3,176,1,1,1,87.18,2,2,1,129.04
2008,7,16,3,4.0,3956,2,198,5,1,1,26.79,1,5,2,33.95
2008,5,1,25,19.0,3957,3,83,14,5,2,158.62,1,5,2,234.93
2008,6,19,25,30.0,3958,4,159,5,4,1,386.06,2,1,2,476.93
2008,4,11,12,1.0,3959,2,2,3,2,1,281.6,1,5,2,348.92
2008,5,9,29,19.0,3960,2,43,11,3,2,10.34,1,5,2,14.3
2008,8,14,11,21.0,3961,1,217,3,1,1,395.44,1,3,2,450.32
2008,4,9,11,22.0,3962,2,41,4,2,2,56.48,1,1,2,71.46
2008,5,7,49,2.0,3963,1,60,3,4,1,222.99,1,5,2,279.23
2008,5,16,26,6.0,3964,3,112,14,2,1,499.74,2,5,2,556.78
2008,6,3,14,21.0,3965,1,203,3,3,1,65.08,2,3,2,79.73
2008,6,29,16,33.0,3966,4,174,3,1,2,408.44,1,1,2,514.39
2008,8,19,10,19.0,3967,2,40,7,3,2,400.61,2,2,2,449.96
2008,5,4,31,27.0,3968,4,59,9,1,2,225.3,2,1,2,249.65
2008,5,7,31,,3969,2,45,11,4,1,494.19,1,4,2,662.19
2008,6,23,36,29.0,3970,2,42,13,6,2,157.44,1,5,2,186.15
2008,4,28,10,28.0,3971,3,119,1,3,2,161.31,1,4,2,200.84
2008,4,12,26,34.0,3972,1,149,8,2,2,80.44,2,4,2,91.06
2008,7,30,20,1.0,3973,3,131,10,6,1,188.03,1,2,2,214.42
2008,6,18,44,25.0,3974,1,194,12,4,2,151.72,1,5,2,176.26
2008,7,28,9,21.0,3975,3,139,1,3,2,304.22,2,1,2,338.27
2008,6,5,15,34.0,3976,3,24,9,6,2,25.16,1,3,2,35.35
2008,8,23,9,26.0,3977,2,50,13,1,2,158.58,2,5,2,231.92
2008,5,23,7,36.0,3978,3,88,8,6,1,7.33,2,4,2,9.59
2008,8,22,26,35.0,3979,3,21,6,4,2,8.12,2,4,2,11.58
2008,6,26,24,23.0,3980,1,153,6,1,2,411.05,1,5,2,474.44
2008,5,10,12,17.0,3981,3,132,11,6,1,376.16,1,2,2,481.38
2008,4,12,20,47.0,3982,2,125,10,5,2,373.35,1,1,2,432.04
2008,4,8,14,42.0,3983,3,43,7,2,2,180.05,1,3,2,269.74
2008,7,19,22,12.0,3984,4,175,8,1,1,351.13,2,2,2,394.41
2008,6,15,16,44.0,3985,4,23,13,3,1,131.99,2,1,2,168.63
2008,6,1,29,20.0,3986,1,188,7,5,2,158.15,2,5,2,181.07
2008,4,3,32,39.0,3987,1,216,13,4,1,283.43,2,2,2,319.56
2008,8,27,19,27.0,3988,4,21,1,3,2,351.31,1,3,2,489.72
2008,5,18,35,42.0,3989,3,194,10,4,1,136.53,2,1,2,154.56
2008,8,18,43,37.0,3990,3,215,13,5,2,341.25,1,5,2,378.64
2008,8,30,32,20.0,3991,1,179,14,3,1,481.43,1,1,2,712.45
2008,4,30,20,11.0,3992,2,143,4,1,1,249.45,2,3,2,292.83
2008,4,2,40,28.0,3993,3,58,4,6,1,206.52,2,5,2,296.93
2008,4,5,20,2.0,3994,4,26,13,3,2,120.09,1,4,2,177.88
2008,7,29,8,24.0,3995,2,59,9,2,1,181.29,2,4,2,253.95
2008,8,1,35,16.0,3996,2,90,12,1,2,266.77,2,2,2,304.52
2008,6,10,42,12.0,3997,3,45,9,2,2,472.33,1,5,2,551.77
2008,5,20,13,16.0,3998,2,194,3,3,1,134.07,2,5,2,157.08
2008,7,30,41,36.0,3999,1,163,11,3,2,119.57,1,2,2,162.8
2008,6,10,6,2.0,4000,2,94,9,4,2,480.49,1,1,2,563.05
2008,8,5,47,25.0,4001,1,110,5,3,2,304.89,1,2,2,339.03
2008,4,18,16,29.0,4002,3,64,11,1,2,368.96,2,5,2,473.53
2008,8,21,5,28.0,4003,2,84,6,2,2,415.7,1,4,2,555.22
2008,5,26,45,10.0,4004,4,77,7,6,2,45.49,2,1,1,58.42
2008,7,15,34,45.0,4005,4,27,3,6,1,244.98,2,5,2,317.41
2008,7,20,6,23.0,4006,1,87,14,5,2,74.35,2,3,2,95.37
2008,5,8,33,32.0,4007,1,208,4,2,2,314.04,1,4,2,378.79
2008,6,17,15,31.0,4008,3,159,5,6,1,477.1,1,4,2,707.23
2008,6,12,15,19.0,4009,2,12,1,6,1,32.85,2,2,2,47.15
2008,7,21,14,15.0,4010,1,102,8,4,1,140.68,1,5,2,172.92
2008,7,30,39,33.0,4011,1,45,11,5,2,499.84,1,5,2,557.76
2008,4,30,5,17.0,4012,3,128,7,6,1,7.72,1,2,2,11.14
2008,6,27,26,36.0,4013,2,32,13,6,2,74.08,1,5,2,103.48
2008,5,12,48,20.0,4014,2,54,11,5,1,44.98,2,5,2,50.94
2008,6,26,17,9.0,4015,1,194,12,3,2,383.21,1,4,2,528.53
2008,4,1,43,38.0,4016,2,113,13,6,2,376.71,1,1,2,482.58
2008,7,26,47,3.0,4017,2,115,2,4,1,389.9,1,3,2,449.22
2008,7,26,16,2.0,4018,2,215,7,4,2,388.55,2,3,2,540.04
2008,4,4,35,18.0,4019,4,32,12,3,1,418.43,2,1,2,519.81
2008,5,8,38,23.0,4020,2,143,9,6,2,387.58,1,3,2,567.49
2008,7,1,23,19.0,4021,4,104,5,1,1,244.36,1,1,2,272.99
2008,8,27,13,7.0,4022,2,55,14,3,2,374.01,2,5,2,551.64
2008,7,15,33,,4023,2,41,11,4,1,300.82,2,2,2,341.49
2008,8,18,29,20.0,4024,2,127,6,5,1,186.43,2,5,2,207.77
2008,4,1,46,20.0,4025,1,40,5,1,1,419.1,2,2,2,558.54
2008,4,11,34,19.0,4026,1,72,1,6,2,395.08,1,1,2,531.08
2008,7,23,34,41.0,4027,4,114,6,4,2,90.88,1,5,2,107.15
2008,6,2,27,16.0,4028,2,177,14,4,1,17.09,2,1,1,24.79
2008,8,1,15,38.0,4029,4,214,14,3,2,161.41,1,4,2,229.33
2008,5,12,9,21.0,4030,2,38,7,2,2,204.86,2,1,2,248.5
2008,7,16,26,29.0,4031,3,56,5,4,1,91.31,2,5,2,116.62
2008,5,22,3,44.0,4032,4,34,3,2,1,428.29,1,2,2,605.31
2008,7,22,36,38.0,4033,1,129,6,1,1,21.62,2,4,2,30.99
2008,6,10,47,45.0,4034,3,10,12,5,2,244.39,1,5,2,346.67
2008,6,18,5,24.0,4035,1,168,12,2,2,32.46,1,5,2,39.18
2008,6,15,20,37.0,4036,3,16,11,2,1,270.64,1,5,2,380.55
2008,6,17,20,29.0,4037,3,216,7,2,1,234.51,1,4,2,317.3
2008,4,30,5,31.0,4038,3,174,10,2,2,391.18,1,5,2,512.64
2008,4,10,10,45.0,4039,4,152,10,2,1,346.39,2,2,2,514.54
2008,8,3,16,39.0,4040,4,14,12,1,2,422.76,1,5,2,566.17
2008,5,26,25,12.0,4041,1,90,14,6,1,274.45,2,3,2,397.27
2008,7,30,44,30.0,4042,4,167,9,6,1,412.11,1,1,2,577.34
2008,7,21,25,,4043,1,18,13,4,1,360.97,1,3,2,403.58
2008,4,16,30,30.0,4044,2,84,7,5,1,390.85,2,2,2,471.67
2008,7,6,14,5.0,4045,1,169,3,4,1,302.34,1,2,2,406.24
2008,4,3,22,16.0,4046,1,56,1,1,2,361.19,1,1,2,460.63
2008,8,9,43,27.0,4047,4,164,14,1,1,,1,2,2,
2008,5,11,28,4.0,4048,1,152,13,2,1,47.07,2,2,1,62.77
2008,8,21,30,8.0,4049,4,90,7,1,2,211.21,1,5,2,310.82
2008,6,13,19,8.0,4050,1,29,12,1,1,90.83,1,1,2,107.39
2008,6,18,38,17.0,4051,2,22,8,2,1,316.54,2,3,2,461.86
2008,6,26,42,46.0,4052,4,11,11,1,1,135.3,2,5,2,177.9
2008,8,22,20,44.0,4053,4,41,1,1,1,479.28,2,5,2,568.25
2008,7,28,35,3.0,4054,2,177,5,1,1,139.24,1,3,2,174.9
2008,5,24,22,27.0,4055,4,139,12,3,2,53.58,1,2,1,79.7
2008,6,27,15,34.0,4056,1,52,12,6,2,440.91,1,4,2,654.22
2008,6,22,11,45.0,4057,3,67,13,4,1,210.13,1,4,2,232.99
2008,6,4,34,21.0,4058,4,85,8,3,2,181.11,1,2,2,221.49
2008,5,22,24,43.0,4059,3,75,10,4,1,443.27,1,5,2,647.06
2008,6,24,6,24.0,4060,1,136,7,2,2,328.46,1,3,2,365.58
2008,5,8,17,44.0,4061,2,159,2,2,1,268.42,1,4,2,398.01
2008,6,13,28,41.0,4062,4,123,13,6,1,166.93,1,5,2,209.53
2008,8,10,31,29.0,4063,3,202,13,4,1,149.78,1,4,2,171.64
2008,8,2,36,39.0,4064,2,6,13,4,2,291.86,1,3,2,356.2
2008,5,8,9,6.0,4065,2,81,4,6,2,253.19,1,5,2,360.36
2008,8,6,10,14.0,4066,4,199,6,5,2,141.62,1,1,2,212.34
2008,5,16,21,14.0,4067,3,13,7,4,2,96.1,2,5,2,110.85
2008,8,18,34,37.0,4068,4,6,14,4,2,409.91,1,1,2,555.44
2008,8,17,31,24.0,4069,1,195,7,2,2,345.43,2,2,2,507.82
2008,5,6,29,13.0,4070,2,155,3,2,1,496.68,1,3,2,725.1
2008,7,13,43,1.0,4071,3,121,12,1,1,260.32,2,4,2,326.27
2008,8,23,43,12.0,4072,4,45,8,1,2,497.22,2,2,2,719.13
2008,6,14,11,42.0,4073,2,106,7,2,1,233.11,2,2,2,274.29
2008,7,30,33,24.0,4074,4,26,4,1,1,269.8,1,5,2,365.0
2008,5,26,46,37.0,4075,3,4,10,3,1,108.51,2,5,2,145.32
2008,7,21,1,20.0,4076,1,37,13,3,2,79.01,2,1,2,111.65
2008,4,30,21,6.0,4077,1,21,4,6,2,470.41,2,1,2,560.54
2008,4,10,23,12.0,4078,1,28,4,1,2,490.7,2,2,2,663.2
2008,8,24,9,21.0,4079,4,210,5,1,1,276.04,1,2,2,371.04
2008,8,11,1,3.0,4080,2,32,14,4,2,139.77,2,5,2,158.46
2008,6,13,21,27.0,4081,1,103,11,4,1,475.94,1,5,2,586.47
2008,7,12,22,46.0,4082,1,181,2,3,1,399.39,1,4,2,472.47
2008,4,9,4,36.0,4083,1,161,9,6,1,94.01,2,3,2,141.0
2008,8,4,1,17.0,4084,1,26,6,3,1,152.68,1,4,2,228.45
2008,7,7,10,46.0,4085,3,145,12,4,1,7.08,2,3,2,8.5
2008,8,24,15,15.0,4086,3,184,8,4,1,293.09,1,2,2,417.19
2008,8,29,36,39.0,4087,2,116,11,6,2,265.57,1,5,2,378.86
2008,4,22,29,4.0,4088,3,93,1,4,1,86.13,1,4,2,126.99
2008,4,2,46,17.0,4089,3,212,6,1,1,172.97,2,3,2,199.2
2008,8,7,5,38.0,4090,3,30,6,2,1,469.91,1,1,2,642.39
2008,5,29,29,11.0,4091,4,121,8,3,1,326.25,1,3,2,385.74
2008,8,9,47,12.0,4092,3,5,13,5,2,432.18,1,3,2,589.09
2008,8,5,47,47.0,4093,4,118,1,6,1,419.96,2,5,2,608.47
2008,6,15,27,32.0,4094,4,6,5,4,2,460.73,2,4,2,521.78
2008,6,18,25,27.0,4095,3,106,14,1,1,25.56,2,2,1,34.63
2008,6,4,16,44.0,4096,4,124,14,3,2,134.92,1,4,2,177.43
2008,5,19,16,43.0,4097,1,190,14,4,2,210.71,2,2,2,246.58
2008,5,20,36,27.0,4098,2,138,3,1,2,321.85,1,1,2,384.62
2008,8,26,25,40.0,4099,3,70,6,3,1,306.02,1,5,2,400.34
2008,6,7,41,44.0,4100,3,138,9,3,2,126.82,1,3,2,183.15
2008,5,26,1,29.0,4101,2,106,10,5,1,100.44,2,4,2,137.61
2008,4,8,5,9.0,4102,3,213,3,5,2,221.52,1,4,2,246.1
2008,8,17,41,43.0,4103,3,44,9,3,2,129.06,2,2,2,148.48
2008,7,13,20,3.0,4104,2,56,12,1,1,482.73,2,4,2,701.44
2008,8,24,5,39.0,4105,4,132,9,4,2,482.9,1,3,2,657.25
2008,7,21,36,29.0,4106,1,13,1,6,1,61.11,1,2,1,67.66
2008,6,28,29,21.0,4107,4,122,2,4,1,354.02,1,3,2,473.84
2008,7,23,48,35.0,4108,1,202,11,3,1,117.97,1,2,2,137.72
2008,6,11,34,10.0,4109,2,208,4,4,2,360.13,1,3,2,528.66
2008,4,27,48,23.0,4110,4,19,14,5,2,384.72,2,2,2,442.03
2008,7,1,18,39.0,4111,4,198,11,4,2,28.84,2,5,2,32.61
2008,8,2,2,25.0,4112,1,90,11,2,2,349.2,2,4,2,474.19
2008,6,17,16,24.0,4113,1,190,12,5,2,448.91,1,3,2,636.15
2008,8,5,29,20.0,4114,1,9,7,5,1,112.07,1,1,2,135.55
2008,5,30,33,15.0,4115,1,46,12,3,2,62.21,1,5,2,75.93
2008,6,30,16,21.0,4116,3,56,2,3,1,285.58,2,5,2,354.89
2008,7,6,35,42.0,4117,2,74,7,4,2,261.14,1,3,2,367.25
2008,6,26,47,12.0,4118,1,40,5,4,2,443.46,2,3,2,534.28
2008,8,25,43,18.0,4119,4,67,10,3,1,228.29,2,1,2,259.17
2008,4,24,42,23.0,4120,4,113,7,1,1,209.71,1,3,2,256.62
2008,6,7,17,41.0,4121,4,83,14,4,1,358.42,2,1,2,532.76
2008,7,28,4,29.0,4122,1,62,12,1,2,43.33,1,3,2,55.19
2008,5,21,49,41.0,4123,2,174,9,5,2,33.24,1,1,1,44.01
2008,4,30,4,36.0,4124,3,134,9,6,1,254.93,2,2,2,358.16
2008,5,15,25,5.0,4125,1,29,3,6,1,49.07,1,4,2,64.94
2008,6,19,33,39.0,4126,1,19,3,2,2,469.87,1,4,2,640.31
2008,8,16,14,26.0,4127,3,114,13,1,1,328.85,1,3,2,477.54
2008,8,25,24,39.0,4128,2,108,7,4,1,378.06,1,3,2,472.27
2008,7,13,11,11.0,4129,1,143,5,6,1,118.29,1,4,2,135.39
2008,8,5,25,42.0,4130,4,57,5,3,2,249.54,1,4,2,283.92
2008,4,3,28,11.0,4131,4,38,5,3,2,71.25,1,1,1,100.68
2008,8,3,7,18.0,4132,1,21,9,2,2,105.54,2,1,2,143.74
2008,7,19,49,12.0,4133,2,51,4,2,1,286.26,1,2,2,379.75
2008,6,14,36,16.0,4134,4,167,6,5,1,,1,2,2,
2008,6,16,10,27.0,4135,4,215,6,1,2,458.98,2,1,2,619.96
2008,8,22,49,36.0,4136,3,20,13,2,2,497.65,2,2,2,556.91
2008,5,17,36,17.0,4137,2,2,7,5,1,6.94,1,5,2,8.93
2008,6,27,31,21.0,4138,1,32,2,5,2,380.75,1,1,2,451.55
2008,8,4,19,37.0,4139,3,111,6,5,1,62.09,1,2,2,83.73
2008,7,13,18,31.0,4140,3,92,13,6,2,289.44,2,2,2,340.11
2008,8,8,49,45.0,4141,3,132,9,6,2,118.1,1,3,2,160.38
2008,6,19,6,35.0,4142,2,7,3,4,2,482.61,1,3,2,701.39
2008,7,5,28,27.0,4143,2,3,2,2,2,438.52,2,3,2,495.91
2008,8,2,7,23.0,4144,2,25,13,6,2,299.72,2,4,2,360.74
2008,4,15,38,32.0,4145,1,112,8,3,2,92.13,2,4,2,126.16
2008,7,2,12,17.0,4146,2,9,1,5,1,392.43,1,4,2,543.31
2008,4,11,41,11.0,4147,3,215,11,3,1,262.55,1,1,2,350.43
2008,5,13,34,1.0,4148,4,215,8,4,1,,1,3,2,
2008,7,23,25,28.0,4149,1,26,5,1,2,360.38,2,3,2,431.39
2008,4,10,17,18.0,4150,1,64,9,4,2,211.08,1,1,2,308.8
2008,6,3,33,41.0,4151,1,18,9,4,2,8.83,1,4,2,12.61
2008,6,5,23,20.0,4152,3,216,4,2,1,185.26,1,2,2,274.19
2008,5,3,9,7.0,4153,2,91,1,5,2,209.74,2,5,2,265.03
2008,7,6,6,37.0,4154,3,2,5,4,1,186.63,1,3,2,238.11
2008,7,13,2,16.0,4155,4,1,7,5,2,416.37,2,4,2,501.12
2008,7,10,38,39.0,4156,2,48,9,3,1,169.51,2,2,2,222.03
2008,5,19,9,45.0,4157,4,208,10,1,1,211.09,2,3,2,302.27
2008,7,8,3,45.0,4158,1,191,9,1,1,35.49,2,3,2,42.56
2008,6,18,16,47.0,4159,1,107,9,3,2,359.84,2,5,2,416.07
2008,4,3,25,23.0,4160,3,216,6,2,1,111.63,2,4,2,156.31
2008,6,24,24,32.0,4161,2,164,2,3,2,121.33,1,1,2,167.12
2008,6,24,47,17.0,4162,1,191,5,6,1,,2,2,2,
2008,4,17,29,19.0,4163,3,75,3,3,1,491.86,2,2,2,688.91
2008,6,8,44,42.0,4164,4,26,12,6,2,208.02,1,4,2,263.71
2008,5,10,40,34.0,4165,3,6,6,2,1,166.94,2,2,2,194.1
2008,4,2,26,14.0,4166,2,26,11,2,1,,1,1,2,
2008,6,12,38,3.0,4167,2,43,5,4,2,394.75,2,2,2,572.92
2008,8,23,35,39.0,4168,2,122,13,5,1,134.34,1,4,2,155.99
2008,6,6,23,25.0,4169,1,129,14,1,1,385.58,1,1,2,504.13
2008,5,2,4,11.0,4170,3,9,10,2,1,144.72,2,5,2,178.23
2008,7,21,42,,4171,4,27,11,6,1,19.8,1,4,2,25.89
2008,6,23,14,19.0,4172,2,71,1,2,1,251.61,1,5,2,279.92
2008,7,24,47,43.0,4173,3,117,10,4,1,453.5,1,2,2,562.98
2008,8,3,39,15.0,4174,1,118,10,4,2,109.24,2,1,2,141.32
2008,6,17,7,15.0,4175,4,3,12,5,1,81.19,2,2,2,94.21
2008,4,29,8,38.0,4176,4,189,2,2,1,96.47,1,4,2,121.84
2008,7,7,42,15.0,4177,4,201,11,2,2,346.69,2,5,2,405.77
2008,8,29,19,9.0,4178,1,130,5,4,1,186.86,1,5,2,221.67
2008,4,21,2,5.0,4179,2,124,14,3,2,131.75,2,2,2,196.45
2008,4,5,47,19.0,4180,1,74,12,5,1,172.16,1,4,2,230.82
2008,4,23,1,24.0,4181,4,81,6,2,1,158.0,1,2,2,198.41
2008,4,1,42,29.0,4182,3,159,14,1,1,274.17,2,3,2,358.75
2008,6,8,38,5.0,4183,4,65,1,1,2,71.0,1,4,2,88.98
2008,6,12,13,22.0,4184,3,122,7,6,2,256.82,1,4,2,344.33
2008,6,14,42,13.0,4185,1,146,3,4,1,159.32,1,1,2,175.28
2008,8,16,44,47.0,4186,1,134,1,6,1,466.65,1,3,2,557.39
2008,8,10,24,46.0,4187,1,102,7,1,1,213.8,2,5,2,319.75
2008,8,15,32,29.0,4188,3,42,7,4,2,54.5,2,2,1,62.4
2008,5,21,30,16.0,4189,1,111,10,3,2,467.14,2,5,2,528.6
2008,8,24,6,36.0,4190,2,196,3,4,1,,1,4,2,
2008,6,26,38,17.0,4191,4,104,6,2,2,91.87,1,2,1,111.74
2008,6,15,33,20.0,4192,2,4,4,1,2,409.13,1,5,2,537.4
2008,5,10,44,14.0,4193,3,99,14,2,2,431.66,2,2,2,640.71
2008,5,21,23,6.0,4194,1,132,4,1,2,181.02,1,5,2,208.26
2008,8,28,10,22.0,4195,4,65,9,1,1,83.95,1,2,2,107.12
2008,7,7,46,40.0,4196,1,41,13,4,2,400.23,1,5,2,561.73
2008,5,26,15,9.0,4197,1,171,7,5,1,19.01,2,5,2,22.13
2008,4,3,23,32.0,4198,4,183,6,1,1,311.61,2,2,2,431.53
2008,6,2,36,24.0,4199,4,147,12,1,2,174.28,2,1,2,219.61
2008,4,6,1,33.0,4200,2,149,9,6,2,300.03,1,2,2,404.54
2008,6,21,8,13.0,4201,2,186,13,5,2,395.48,1,5,2,518.18
2008,6,9,3,35.0,4202,2,158,3,2,2,415.23,2,3,2,531.59
2008,5,10,14,6.0,4203,2,116,12,1,2,499.24,1,4,2,644.83
2008,5,4,17,40.0,4204,2,135,4,4,1,321.91,2,1,2,373.06
2008,4,27,34,30.0,4205,3,197,14,5,1,115.61,2,2,2,147.25
2008,6,3,47,38.0,4206,3,64,14,5,1,141.67,2,4,2,198.51
2008,4,9,6,16.0,4207,1,2,9,6,1,220.89,1,1,2,322.2
2008,7,24,5,1.0,4208,1,115,4,1,2,424.99,2,3,2,574.02
2008,4,22,46,42.0,4209,2,195,7,2,2,186.59,2,4,2,267.0
2008,8,17,41,18.0,4210,1,128,9,2,2,345.69,1,2,2,450.44
2008,4,14,40,22.0,4211,3,79,4,3,2,27.32,2,3,2,32.41
2008,8,10,29,26.0,4212,3,101,9,3,1,217.88,2,2,2,302.76
2008,8,13,35,14.0,4213,1,119,7,4,1,87.68,1,4,2,121.06
2008,8,12,18,37.0,4214,2,74,4,6,2,469.53,1,2,2,517.85
2008,7,27,40,14.0,4215,3,9,3,1,1,396.76,2,3,2,512.53
2008,4,1,48,26.0,4216,4,23,6,2,1,73.68,2,3,2,108.66
2008,4,28,30,36.0,4217,4,14,3,3,2,203.92,1,4,2,304.6
2008,7,22,15,23.0,4218,1,54,7,1,2,44.89,2,4,2,57.58
2008,6,29,15,2.0,4219,2,124,1,6,1,374.55,1,5,2,520.14
2008,5,19,16,39.0,4220,1,45,7,1,2,99.73,1,3,2,110.41
2008,4,19,33,7.0,4221,2,16,3,2,2,403.15,2,5,2,486.7
2008,5,6,10,39.0,4222,2,212,9,1,2,41.64,2,2,2,57.83
2008,7,13,19,45.0,4223,4,200,6,5,1,288.61,1,4,2,392.86
2008,6,19,37,22.0,4224,3,102,7,3,2,306.06,2,1,2,417.54
2008,6,13,3,28.0,4225,3,95,9,4,1,170.5,2,2,2,235.05
2008,6,27,36,38.0,4226,1,109,6,3,2,86.28,1,5,2,109.73
2008,7,26,4,20.0,4227,1,185,10,1,2,165.3,2,3,2,243.84
2008,8,22,11,18.0,4228,2,136,11,5,2,250.28,1,4,2,311.96
2008,8,21,41,24.0,4229,3,25,2,3,1,484.71,2,4,2,708.08
2008,5,4,33,33.0,4230,2,169,6,2,1,226.24,2,2,2,254.32
2008,8,24,28,45.0,4231,4,62,6,5,2,98.74,1,2,1,142.15
2008,8,2,32,26.0,4232,4,77,2,6,2,17.81,1,4,2,21.75
2008,6,15,16,19.0,4233,2,146,7,3,1,9.07,2,5,2,12.37
2008,6,12,9,42.0,4234,2,50,14,1,2,211.29,2,3,2,237.07
2008,5,30,11,13.0,4235,2,169,12,2,1,151.67,1,4,2,171.69
2008,4,27,6,10.0,4236,2,34,9,1,2,61.97,1,4,2,69.58
2008,5,7,49,14.0,4237,2,100,13,6,1,90.23,2,2,1,116.75
2008,5,20,27,9.0,4238,4,114,10,1,2,178.2,1,3,2,225.69
2008,7,18,12,11.0,4239,4,81,4,6,1,344.88,1,4,2,423.4
2008,7,23,22,3.0,4240,4,12,11,2,2,306.75,1,2,2,392.14
